trait,term,Estimate,Std. Error,df,t value,lower,upper,Pr(>|t|)
ADF,locOR:year2019,30.3167789780846,1.50889030240072,4.45774226543005,20.0921027392442,26.2917498607321,34.3418080954371,1.52221526802181e-05
ADF,locWA:year2019,30.6200401597732,1.51020267812551,4.47228431568252,20.2754508406642,26.5960309272182,34.6440493923281,1.42310269236939e-05
ADF,locID:year2020,24.2441866574786,1.73238975232902,7.67355824142643,13.99464908222,20.2195128523922,28.268860462565,9.76839685723826e-07
ADF,locOR:year2020,31.6805881726302,1.73238975232902,7.67355824253948,18.2872174867341,27.6559143676504,35.70526197761,1.3237455475023e-07
ADF,locWA:year2020,30.5969139302058,1.73238975232902,7.67355824180435,17.6616802824373,26.5722401251556,34.621587735256,1.71941234364226e-07
ADF,FD1:locID:year2018,28.0090416369444,2.12584321058665,16.7884111552483,13.1754973732117,23.5195946053119,32.4984886685769,2.80633035114042e-10
ADF,FD2:locID:year2018,28.9868284596742,2.12584321058673,16.7884109466345,13.6354498371843,24.4973814237348,33.4762754956135,1.65274774149404e-10
ADF,FD3:locID:year2018,27.5039265880833,1.82452054922411,9.42076421994514,15.0746049967919,23.4045044574815,31.6033487186852,6.54475017255398e-08
ADF,FD4:locID:year2018,29.0092744119468,2.12584321058673,16.7884109440823,13.6460084485442,24.5198273759548,33.4987214479389,1.63307185216956e-10
ADF,FD5:locID:year2018,30.1504018619468,2.12584321058673,16.7884109464637,14.1827966012721,25.6609548260039,34.6398488978897,8.97361178900497e-11
ADF,FD6:locID:year2018,29.5342951869468,2.12584321058673,16.7884109467998,13.8929790493794,25.0448481510109,34.0237422228828,1.23681653228745e-10
ADF,FD1:locOR:year2018,29.5239089886946,1.92636998806861,11.6061358791023,15.3261882045284,25.310857366879,33.7369606105101,4.6532635967945e-09
ADF,FD2:locOR:year2018,30.8722510053612,1.92636998806861,11.6061358897707,16.0261274815197,26.6591993839911,35.0853026267313,2.83191314071882e-09
ADF,FD3:locOR:year2018,29.6901499053612,1.70802378495159,7.27988163676377,17.3827496823779,25.6825806551471,33.6977191555753,3.40869947433039e-07
ADF,FD4:locOR:year2018,30.7133026886944,1.92636998806861,11.6061358893695,15.943615649602,26.5002510673075,34.9263543100812,2.9995110033068e-09
ADF,FD5:locOR:year2018,32.2505165386945,1.92636998806861,11.6061358890886,16.7416003874879,28.037464917296,36.4635681600931,1.73937611572172e-09
ADF,FD6:locOR:year2018,33.2002211720279,1.92636998806861,11.6061358911407,17.2346025829205,28.987169550715,37.4132727933407,1.25704232272941e-09
ADF,FD1:locWA:year2018,34.0820466629373,1.92636998806861,11.6061358846006,17.6923679635957,29.8689950413513,38.2950982845232,9.36932978139249e-10
ADF,FD2:locWA:year2018,33.9582160811188,1.92636998806861,11.6061358907561,17.6280861368514,29.7451644597899,38.1712677024477,9.7599008610655e-10
ADF,FD3:locWA:year2018,32.9852869621794,1.70802378495159,7.27988163665181,19.3119599696407,28.9777177119533,36.9928562124054,1.60751865866262e-07
ADF,FD4:locWA:year2018,32.6839101962702,1.92636998806861,11.6061358876287,16.9665798360155,28.4708585748107,36.8969618177297,1.49815602250331e-09
ADF,FD5:locWA:year2018,31.8360625296036,1.92636998806861,11.6061358909911,16.5264527202911,27.6230109082845,36.0491141509227,2.00981521362213e-09
ADF,FD6:locWA:year2018,35.8855853796036,1.92636998806861,11.6061358873541,18.6286048899582,31.6725337581327,40.0986370010746,5.2480012564337e-10
ADF,FD1:locID:year2019,29.5318744894485,1.81251964520288,9.1890091853888,16.2932713957662,25.4444902539358,33.6192587249611,4.31772540938354e-08
ADF,FD2:locID:year2019,31.1118468758118,1.81251964520288,9.18900918727404,17.1649708504701,27.0244626404241,35.1992311111996,2.71202720684683e-08
ADF,FD3:locID:year2019,29.8573045462664,1.64014036091978,6.21028944465903,18.2041154877273,25.8767380361609,33.8378710563719,1.26674875504831e-06
ADF,FD4:locID:year2019,31.1766382394482,1.81251964520288,9.18900918660988,17.2007174222702,27.0892540040164,35.2640224748799,2.66207412189723e-08
ADF,FD5:locID:year2019,31.5215357394482,1.81251964520288,9.18900918691006,17.3910036356709,27.4341515040363,35.6089199748601,2.41271689366463e-08
ADF,FD6:locID:year2019,30.8127544894482,1.81251964520288,9.18900918628855,16.9999561499921,26.7253702539952,34.9001387249013,2.9564614482484e-08
ADF,FD1:locOR:year2019,28.39081005763,1.81251964520288,9.18900918829272,15.6637254292778,24.3034258223097,32.4781942929503,6.13095811653184e-08
ADF,FD2:locOR:year2019,31.0725196030846,1.81251964520288,9.18900918801671,17.1432732800016,26.985135367746,35.1599038384232,2.74285289576649e-08
ADF,FD3:locOR:year2019,30.3812502849028,1.64014036091978,6.21028944632364,18.5235672560763,26.4006837750457,34.3618167947598,1.13898228106922e-06
ADF,FD4:locOR:year2019,32.30726755763,1.81251964520288,9.18900918748716,17.8245061470844,28.2198833222564,36.3946517930037,1.93564994893165e-08
ADF,FD5:locOR:year2019,30.08902255763,1.81251964520288,9.18900918661997,16.6006601016796,26.0016383221989,34.1764067930611,3.65510662325748e-08
ADF,FD6:locOR:year2019,29.65980380763,1.81251964520288,9.18900919087754,16.3638523235482,25.572419572481,33.7471880427791,4.1545926773094e-08
ADF,FD1:locWA:year2019,28.1050261914966,1.81361232036643,9.20860287001025,15.4967111084789,24.0164735503858,32.1935788326075,6.58451014224595e-08
ADF,FD2:locWA:year2019,30.6274344108148,1.81361232036642,9.20860287505356,16.887531070933,26.5388817700366,34.715987051593,3.05812741720843e-08
ADF,FD3:locWA:year2019,31.2822818318375,1.64134779612871,6.22706584164928,19.0588989765728,27.301282450284,35.2632812133911,9.31140381007521e-07
ADF,FD4:locWA:year2019,31.2495177664967,1.81361232036642,9.20860287127974,17.2305389721785,27.1609651254696,35.3380704075238,2.5543913802493e-08
ADF,FD5:locWA:year2019,31.2353966539966,1.81361232036642,9.20860287344494,17.2227527918898,27.1468440131123,35.3239492948809,2.56475252866876e-08
ADF,FD6:locWA:year2019,31.2205841039966,1.81361232036643,9.20860286927995,17.2145853628127,27.1320314628376,35.3091367451557,2.57567098688437e-08
ADF,FD1:locID:year2020,25.0894518089937,2.65237333952902,35.4624179465824,9.45924596476635,19.7073564679056,30.4715471500819,3.1205573657667e-11
ADF,FD2:locID:year2020,25.806269990812,2.65237333952902,35.4624179731212,9.72950135119152,20.4241746498659,31.1883653317581,1.50625378858338e-11
ADF,FD3:locID:year2020,23.8160427180847,2.1574095784832,17.6636523141818,11.0391846571984,19.2772989542904,28.354786481879,2.35093714196568e-09
ADF,FD4:locID:year2020,22.6294518089938,2.65237333952902,35.4624179714896,8.53177472105494,17.2473564680389,28.0115471499486,4.08165253502768e-10
ADF,FD5:locID:year2020,25.1594518089937,2.65237333952902,35.4624179758317,9.48563742292074,19.7773564680621,30.5415471499254,2.90508722355068e-11
ADF,FD6:locID:year2020,22.9644518089938,2.65237333952902,35.4624179704652,8.65807669936524,17.5823564680335,28.3465471499541,2.8576415669069e-10
ADF,FD1:locOR:year2020,30.5576336271757,2.65237333952902,35.4624179630471,11.520864416697,25.1755382861756,35.9397289681757,1.53242547264338e-13
ADF,FD2:locOR:year2020,33.8280881726302,2.65237333952902,35.4624179620284,12.7538939064427,28.4459928316247,39.2101835136357,8.24352471086152e-15
ADF,FD3:locOR:year2020,32.5449063544483,2.1574095784832,17.6636523194851,15.0851774642298,28.0061625907537,37.083650118143,1.57234712837268e-11
ADF,FD4:locOR:year2020,29.3976336271758,2.65237333952903,35.4624179715904,11.0835202529957,24.0155382862215,34.7797289681301,4.52123109855534e-13
ADF,FD5:locOR:year2020,34.3226336271756,2.65237333952902,35.4624179799557,12.9403478445724,28.9405382862661,39.7047289680852,5.38367334273823e-15
