cut,block,position,gen,loc,year,DM,Cprot,ADF,aNDF,Ash,Fat,Lignin,dNDF30,IVTDMD30,NDFD30,dNDF48,IVTDMD48,NDFD48,Ca,P,K,Mg,Su_ESC,Su_WSC,Starch
1,2,10,195,WA,2020,95.02,21.37,31.55,36.43,8.31,1.96,7.2,15.11,78.08,41.46,16.5,78.82,45.29,1.56,0.31,2.05,0.32,6.75,9,0.92
1,4,16,196,WA,2020,95.13,21.34,32.69,37.62,9.67,1.82,7.34,17.02,79.06,45.24,18.8,78.62,49.97,1.5,0.33,2.23,0.31,5.39,8.62,0.85
1,3,15,197,WA,2020,94.44,19.47,33.67,39.07,9.29,1.84,7.5,14.87,76.53,38.07,16.08,77.1,41.17,1.48,0.29,1.97,0.32,6.81,8.93,1.96
1,10,3,198,WA,2020,94.56,20.64,32.02,37.02,8.82,1.95,6.93,15.23,78.51,41.15,16.83,79.52,45.47,1.32,0.31,2.17,0.32,6.67,9.05,1.54
1,1,4,201,WA,2020,95.61,20.04,35.41,40.93,8.19,1.72,7.65,17.58,75.9,42.94,19.07,75.84,46.59,1.45,0.32,2.01,0.32,6,8.55,0.71
1,2,14,201,WA,2020,95.28,20.81,33.21,39.14,8.13,1.84,7.4,17.47,77.84,44.63,19.27,77.87,49.24,1.46,0.3,2.12,0.3,5.64,8.44,0.76
1,3,2,201,WA,2020,95.15,21.25,32.53,37.98,7.89,1.83,7.24,16.92,78.57,44.53,18.3,78.46,48.17,1.53,0.31,1.83,0.36,6.44,8.91,0.81
1,4,13,201,WA,2020,95.39,20.37,33.14,39.36,8.06,1.82,7.5,16.03,76.53,40.72,18.31,77.29,46.51,1.38,0.3,2.03,0.3,5.76,8.35,1.07
1,5,8,201,WA,2020,95.44,17.53,38.34,44.27,8.28,1.54,8.1,17.04,74.15,38.48,19.37,74.71,43.75,1.18,0.29,2.07,0.26,5.68,8.09,1.14
1,6,13,201,WA,2020,95.25,16.72,32.91,39.41,7.47,1.93,7.41,13.05,75.21,33.12,17.33,76.89,43.98,1.14,0.27,1.63,0.27,7.49,9.64,3.69
1,7,15,201,WA,2020,95.93,16.42,37.77,44.29,8.27,1.65,8.08,15.97,72.5,36.06,19.36,73.95,43.71,1.27,0.28,1.84,0.24,6.47,8.85,2.39
1,8,16,201,WA,2020,95.2,17.33,38.06,44.25,8.33,1.55,8.02,16.9,74.4,38.18,19.29,75.11,43.61,1.18,0.28,2.08,0.25,5.88,8.27,1.37
1,9,7,201,WA,2020,95.53,20.45,34.22,39.49,9.12,1.67,7.44,16.61,77.46,42.06,18.26,77.84,46.24,1.32,0.32,2.2,0.29,5.87,8.49,1.25
1,10,19,201,WA,2020,94.64,19.55,30.91,35.89,9.24,2.08,6.41,15.47,80.79,43.09,17.55,80.24,48.89,1.31,0.31,2.2,0.3,6.74,9.35,2.92
1,11,17,201,WA,2020,95.05,20.23,32.1,37.48,8.76,1.94,7.47,15.02,77.25,40.07,16.89,78,45.07,1.51,0.3,2.15,0.3,6.43,9.28,1.52
1,1,15,202,WA,2020,94.76,18.91,34.42,39.91,8.97,2,7.62,15.03,75.64,37.66,17.3,76.72,43.34,1.35,0.3,2.09,0.27,6.02,8.38,1.75
1,2,5,202,WA,2020,95.15,20.95,32.24,38.05,7.6,2.12,7.11,14.55,77.63,38.25,17.6,78.43,46.24,1.16,0.33,2.01,0.3,5.96,8.09,2.23
1,3,12,202,WA,2020,94.88,22.16,29.62,34.83,9.08,1.85,6.73,16.15,79.61,46.37,17.23,80.14,49.47,1.71,0.31,1.93,0.41,6.6,9.27,1.01
1,4,7,202,WA,2020,95.15,20.01,32.92,38.33,8.23,1.81,7.46,16.08,77.01,41.96,17.88,77.62,46.65,1.4,0.29,1.99,0.31,6.31,8.56,1.17
1,5,14,202,WA,2020,95.26,20.27,33.13,38.26,8.74,1.93,7.86,15.97,78.1,41.73,18.36,77.3,47.97,1.53,0.32,2.36,0.28,5.51,8.71,0.4
1,6,4,202,WA,2020,95.04,19.88,31.01,36.92,9.09,1.92,6.92,15.06,78.29,40.78,16.62,79.35,45.01,1.62,0.28,1.61,0.35,7.17,9.79,1.48
1,7,2,202,WA,2020,95.41,20.04,34.31,41.27,8.93,2.07,7.6,15.11,75.39,36.62,19.01,76.29,46.07,1.27,0.34,2.05,0.27,5.54,8.22,1.22
1,8,17,202,WA,2020,94.92,26.57,24.43,27.49,10.32,2.04,5.43,16.7,86.48,60.75,15.67,86.47,57,1.88,0.34,2.28,0.44,7.1,9.99,NA
1,9,10,202,WA,2020,95.11,22.24,30.33,35.29,9.5,2.14,6.56,15.4,80.31,43.65,17.95,80.31,50.87,1.41,0.34,2.2,0.31,5.91,8.72,1.41
1,10,16,202,WA,2020,94.65,21.32,31.64,37.28,9.99,2.36,6.66,15.02,78.95,40.29,17.22,80.02,46.18,1.34,0.33,2.27,0.29,5.87,8.31,2.08
1,11,2,202,WA,2020,94.95,19.88,34.37,39.53,8.44,1.91,7.57,15.61,76.23,39.48,17.74,76.75,44.88,1.2,0.32,2.22,0.28,5.94,8.31,1.18
1,10,6,1,WA,2021,94.09,18.96,21.98,25.45,8.3,1.93,4.73,8.79,87.41,34.53,12.52,86.25,49.22,1.15,0.28,1.78,0.31,10.18,12.55,10.1
1,11,5,2,WA,2021,94.06,16.84,30.19,35.52,5.68,1.61,6.46,10.97,80.24,30.89,14.98,79.25,42.17,0.99,0.29,1.62,0.28,9.88,11.79,6.41
1,2,12,3,WA,2021,93.65,20.24,24.73,28.17,8.53,1.92,5.17,11.2,85.81,39.75,13.3,85.14,47.2,1.22,0.31,1.99,0.33,9.53,11.99,6.79
1,9,9,4,WA,2021,94.02,19.92,23.87,27.44,8.15,1.84,4.98,10.19,85.55,37.14,13.01,85.27,47.42,1.2,0.3,1.5,0.36,9.95,12.32,8.52
1,6,6,5,WA,2021,93.98,18.48,23.12,26.91,8.67,1.97,4.67,8.81,87.33,32.72,13.21,85.52,49.1,0.93,0.3,1.82,0.27,9.79,12.41,10.88
1,2,17,6,WA,2021,93.75,18.11,28.69,32.75,7.2,2.05,6.02,13.34,81.81,40.71,15.4,81.77,47.01,1.23,0.29,1.96,0.33,9.19,11.5,4.17
1,9,12,7,WA,2021,94.22,18.9,25.01,29.11,6.86,1.89,5.39,10.38,85.55,35.66,13.98,83.91,48.02,1.07,0.3,1.82,0.32,9.96,12.12,8.19
1,7,13,8,WA,2021,94.21,18.52,29.54,34.29,7.08,1.84,6.31,12.1,81.26,35.28,15.2,81.3,44.33,0.88,0.32,2.04,0.28,9.25,11.09,5.15
1,11,9,9,WA,2021,93.9,21.5,22.42,25.34,7.19,2.1,4.63,11.33,88.45,44.72,13.37,86.75,52.76,1.19,0.32,1.81,0.37,10.27,12.52,7.36
1,8,9,10,WA,2021,93.96,21.46,25.6,28.97,6.69,1.99,5.67,11.04,84.21,38.1,13.39,83.72,46.21,1.08,0.33,1.93,0.35,9.44,11.41,4.85
1,7,6,11,WA,2021,94,17.95,27.37,31.8,7.5,1.91,5.86,10.52,83.56,33.08,13.79,81.87,43.36,0.98,0.3,1.86,0.28,9.38,11.56,8.26
1,3,14,12,WA,2021,93.68,21.47,20.82,24.37,8.61,1.96,4.4,9.09,88.8,37.3,12.02,87.5,49.31,1.01,0.32,1.9,0.32,10.35,12.82,8.95
1,1,18,13,WA,2021,93.64,21.43,25,28.04,8.25,2.06,5.33,12.76,86.85,45.51,13.91,85.43,49.6,1.22,0.31,2.26,0.35,8.92,11.34,5.08
1,5,7,14,WA,2021,94.08,19.3,26,29.9,8.6,2.04,5.46,12.13,84.92,40.57,14.37,84.1,48.05,1.09,0.31,2,0.31,9.07,11.48,6.66
1,10,14,15,WA,2021,94.19,19.88,22.58,26.08,8.01,1.88,4.78,9.59,88.06,36.77,13.1,86.21,50.24,0.99,0.31,1.8,0.31,10.25,12.51,9.26
1,9,6,16,WA,2021,94.29,18.25,24.01,27.46,7.81,1.95,4.99,9.42,86.65,34.32,13.39,84.35,48.78,0.91,0.29,1.71,0.29,9.51,11.8,10.5
1,5,10,17,WA,2021,93.9,19.81,23.74,27.84,8.23,2.02,5.01,10.25,86.28,36.81,13.44,84.96,48.28,0.98,0.32,1.97,0.32,9.83,12.3,7.96
1,7,17,18,WA,2021,94.1,18.82,27.69,32.2,8.13,1.86,6.03,11.36,81.72,35.26,14.07,81.63,43.68,1.14,0.3,1.81,0.32,9.11,11.42,6.14
1,6,3,19,WA,2021,93.86,19.28,28.56,33.01,8.37,1.8,5.95,12.88,82.43,39.01,15.03,81.99,45.53,0.97,0.31,2.41,0.29,8.66,10.94,4.27
1,9,18,20,WA,2021,94.27,18.88,25.77,30.1,7.91,2.02,5.49,10.71,84.81,35.57,14.18,83.51,47.12,0.98,0.31,1.85,0.28,9.39,11.72,8.01
1,10,10,21,WA,2021,94.1,18.36,24.38,28.94,6.97,1.85,5.19,9.8,84.93,33.88,13.61,84.02,47.02,1.08,0.28,1.63,0.32,10.5,12.7,8.25
1,4,4,22,WA,2021,93.87,21.08,21.1,24.07,8.29,2.15,4.45,9.55,89.09,39.66,11.9,86.94,49.43,1.23,0.3,1.7,0.35,10.06,12.59,9.17
1,5,12,23,WA,2021,93.97,18.08,27.93,32.4,8.74,1.85,5.77,12.05,82.44,37.19,14.68,82.14,45.31,1.11,0.3,2.08,0.3,9.01,11.55,6.21
1,2,4,24,WA,2021,93.78,22.13,26.2,29.78,6.56,2.1,5.95,13.07,85.53,43.88,13.9,83.09,46.68,1.23,0.33,2.07,0.34,8.52,10.84,3.9
1,6,16,25,WA,2021,93.93,20.68,23.34,26.77,8.93,1.84,4.57,10.58,87.08,39.54,13.45,85.24,50.25,1.11,0.33,2.25,0.31,9.38,12.01,8.73
1,3,17,26,WA,2021,93.87,18.87,29.17,33.13,6.72,1.71,6.48,12.54,81.97,37.85,14.47,80.43,43.68,1.14,0.3,2.14,0.29,8.36,10.75,3.89
1,7,9,27,WA,2021,94.03,19.02,23.75,27.65,8.08,2.07,4.91,9.58,86.2,34.66,13.17,85.43,47.62,1.07,0.3,1.71,0.33,9.96,12.23,8.93
1,8,14,28,WA,2021,94.3,18.51,26.92,31.52,6.8,1.95,5.66,11.1,83.77,35.23,14.66,82.2,46.5,0.93,0.31,1.94,0.29,9.91,12.06,6.32
1,1,2,29,WA,2021,93.92,24.89,23,25.79,8.93,2.12,5,14.01,87.75,54.32,13.75,87.07,53.32,1.51,0.33,2.18,0.4,8.72,11.32,2.29
1,11,19,30,WA,2021,93.8,19.68,21.41,24.74,8.04,1.98,4.45,9.5,89.43,38.4,12.84,87.05,51.89,1.19,0.3,1.62,0.37,11.1,13.57,10
1,9,2,31,WA,2021,94.48,19.26,23.02,26.65,7.19,1.95,4.96,9.65,87.11,36.19,13.97,86.15,52.4,0.91,0.3,1.85,0.3,10.27,12.6,8.06
1,1,16,32,WA,2021,93.56,21.99,25.91,28.75,7.59,1.99,5.75,12.97,85.8,45.13,13.77,84.41,47.89,1.4,0.32,2.2,0.37,8.86,11.34,3.72
1,3,19,33,WA,2021,93.94,21.78,27.72,31.34,7.25,1.91,6.23,14.26,83.99,45.49,14.8,83.32,47.22,1.14,0.32,2.25,0.34,8.1,10.37,2.09
1,2,15,34,WA,2021,93.64,21.89,28.06,31.25,8.28,2.06,6.1,13.94,84.16,44.62,14.28,82.69,45.7,1.41,0.32,2.28,0.35,7.86,10.41,2.38
1,2,1,35,WA,2021,93.42,21.48,22.08,24.95,8.47,2.15,4.84,10.33,87.98,41.38,11.97,87.08,47.95,1.27,0.3,2.11,0.35,9.77,12.16,7.32
1,3,20,36,WA,2021,93.86,24.31,25.2,27.88,7.62,2,5.81,13.8,87.1,49.49,13.59,84.89,48.73,1.26,0.34,2.3,0.38,8.15,10.57,1.92
1,1,17,37,WA,2021,93.67,21.34,24.53,28.41,6.78,1.91,5.61,11.49,86.06,40.45,13.49,84.89,47.46,1.01,0.31,1.93,0.33,9.56,11.82,5.08
1,7,1,38,WA,2021,94.1,17.95,29.5,34.67,7.12,1.99,6.43,12.91,81.08,37.22,15.67,81.19,45.19,1.08,0.29,1.97,0.32,9.21,11.28,4.48
1,11,8,39,WA,2021,94.02,19.35,25.35,29.53,7.08,2.13,5.53,11.54,85.57,39.09,14.62,84.64,49.5,1.03,0.31,1.95,0.32,9.9,12.01,6.42
1,3,3,40,WA,2021,93.94,22.89,23.96,26.79,8.7,2.02,5.35,12.73,87.45,47.52,13.38,85.91,49.96,1.27,0.31,2.24,0.36,8.5,11.06,3.94
1,6,18,41,WA,2021,93.73,19.4,26.54,30.13,8.44,1.84,5.6,11.67,83.99,38.72,14.29,83.26,47.43,0.9,0.31,2.38,0.27,8.31,10.71,7.26
1,8,19,42,WA,2021,94.34,21.17,24.1,27.5,7.78,2.06,5.19,11.73,86.9,42.65,13.82,84.8,50.27,0.98,0.33,2.15,0.33,9.05,11.36,6.43
1,2,3,43,WA,2021,93.65,22.07,23.83,26.68,8.8,1.97,5.01,12.05,87.83,45.16,13.23,86.12,49.6,1.23,0.32,2.16,0.35,9.04,11.61,5.92
1,8,5,44,WA,2021,94.23,20.69,26.73,30.37,6.83,1.88,5.89,11.74,84.03,38.66,14.07,83.01,46.34,0.98,0.31,1.96,0.33,8.75,10.79,5.43
1,7,10,45,WA,2021,94.09,18.61,25.89,29.97,6.95,1.86,5.79,9.59,83.98,31.98,13.36,82.72,44.56,0.88,0.31,1.97,0.26,9.36,11.82,8.69
1,6,14,46,WA,2021,93.7,19.19,25.28,29.77,8.7,2.18,5.12,11.88,85.82,39.89,14.55,84.98,48.88,1.06,0.31,2.12,0.34,9.51,11.93,7.21
1,8,15,47,WA,2021,94.29,19.31,22.42,26.13,7.66,1.77,4.76,9.35,88.3,35.77,13.44,86.25,51.45,0.99,0.28,1.87,0.3,9.88,12.35,10.08
1,8,18,48,WA,2021,94.21,16.23,27.31,32.9,6.58,1.92,5.87,9.82,82.75,29.84,14.63,81.87,44.48,1.05,0.27,1.61,0.28,9.89,12.15,8.37
1,10,1,49,WA,2021,94.36,18.75,25.16,29.16,8.36,1.85,5.41,10.92,84.79,37.46,13.71,84.12,47,1.22,0.28,1.78,0.34,9.79,12.09,7.52
1,3,10,50,WA,2021,93.59,20.95,22.39,25.46,8.41,2.02,4.83,10.02,88.13,39.35,12.5,86.47,49.11,1,0.31,2.13,0.31,9.5,11.84,8.33
1,7,14,51,WA,2021,94.08,17.29,25.94,30.77,6.62,1.78,5.58,8.24,83.55,26.79,13.23,81.87,43,0.9,0.28,1.49,0.28,9.91,12.04,10.53
1,2,18,52,WA,2021,93.68,18.84,27.67,31.83,7.72,1.88,5.74,12.34,83.61,38.76,14.8,82.68,46.49,1.17,0.3,2.06,0.31,9.46,11.74,5.61
1,4,5,53,WA,2021,93.92,20.19,24.79,28.47,7.72,2.11,5.6,10.55,85.63,37.05,13.21,84.14,46.41,1.01,0.31,2.01,0.31,9.35,11.66,6.59
1,7,8,54,WA,2021,94.19,18.94,24.75,28.73,7.37,1.84,5.27,9.93,85.02,34.55,13.48,83.71,46.9,1.11,0.3,1.75,0.3,9.67,12.14,8.29
1,9,8,55,WA,2021,94.32,18.25,25.54,29.54,8.19,1.71,5.37,9.43,84.08,31.92,13.08,83.57,44.27,1.06,0.28,1.67,0.27,9.57,11.88,9.02
1,4,8,56,WA,2021,93.74,21.76,24,27.27,7.6,1.94,5.33,10.98,85.67,40.27,12.56,85.05,46.05,1.17,0.3,1.83,0.35,9.4,11.53,5.64
1,10,5,57,WA,2021,94.1,20.92,23.11,26.53,7.05,1.99,4.97,11.16,87,42.06,13.42,86.19,50.58,1.22,0.3,1.65,0.38,10.24,12.36,6.59
1,8,12,58,WA,2021,94.27,16.96,26.83,31.61,7.39,1.84,5.43,10.84,83.88,34.3,14.77,82.77,46.71,1.13,0.28,1.64,0.3,10.03,12.38,8.46
1,10,17,59,WA,2021,93.94,20.73,21.74,24.62,8.33,1.94,4.53,9.14,88.8,37.11,12.01,87.14,48.8,1.01,0.31,1.94,0.31,10.32,12.41,9.68
1,11,13,60,WA,2021,93.83,20.51,24.06,27.79,7.8,1.96,5.24,10.62,86.34,38.2,13.02,85.3,46.87,1.14,0.3,1.86,0.33,9.68,11.9,7.33
1,4,19,61,WA,2021,93.89,23.12,25.26,28.17,8.42,2.12,5.53,13.4,85.41,47.56,13.26,83.78,47.07,1.48,0.34,2.33,0.38,8.35,10.79,3.09
1,11,15,62,WA,2021,93.86,17.36,26.5,30.47,7.53,1.8,5.47,10.42,85.06,34.21,14.27,83.52,46.84,0.97,0.3,1.8,0.28,10.3,12.59,8.75
1,9,3,63,WA,2021,94.59,19.97,23.98,27.83,7.76,1.93,5.01,10.39,86.25,37.34,14.14,84.69,50.82,0.95,0.31,1.9,0.31,9.54,11.83,8.36
1,7,11,64,WA,2021,94.2,18.42,22.01,25.77,7.65,1.86,4.56,7.69,87.76,29.84,12.72,85.58,49.35,0.83,0.29,1.71,0.28,10.41,12.69,11.79
1,11,18,65,WA,2021,93.77,18.33,23.85,27.77,7.85,1.8,5.02,9.13,87.24,32.87,13.08,85.16,47.11,0.98,0.3,1.76,0.29,10.29,12.68,10.5
1,3,13,66,WA,2021,93.46,18.78,26.17,30.09,7.85,2.1,5.46,10.88,84.47,36.17,13.75,83.24,45.69,1.07,0.3,1.79,0.32,9.59,11.88,7.57
1,5,15,67,WA,2021,93.9,19.87,26.23,30.17,8.91,1.92,5.52,11.94,84.33,39.58,13.94,83.46,46.22,1.07,0.31,2.31,0.31,9.32,11.53,5.28
1,4,15,68,WA,2021,94.07,20.37,26.85,30.71,7.63,1.95,5.56,12.23,84.71,39.83,14.63,83.28,47.63,1.04,0.32,2.02,0.29,8.82,11.27,6.05
1,1,10,69,WA,2021,93.61,20.18,26.16,29.29,7.81,1.86,5.61,11.63,84.48,39.72,13.22,83.86,45.14,1.29,0.3,1.93,0.33,9.55,11.78,5.57
1,7,20,70,WA,2021,94.1,18.68,23.32,27.49,7.74,1.84,4.86,9.03,86.25,32.85,13.49,85.35,49.08,0.95,0.3,1.72,0.29,10.27,12.7,9.69
1,6,17,71,WA,2021,93.86,17.81,28.4,33.02,8.15,1.97,5.93,12.12,83.02,36.7,15.09,81.91,45.7,1.1,0.29,1.88,0.28,8.51,10.96,7.18
1,7,5,72,WA,2021,94.1,20.01,26.38,30.56,7.36,1.94,5.52,11.9,83.47,38.92,14.73,83.41,48.2,1.07,0.31,1.93,0.34,9.15,11.26,5.87
1,4,9,73,WA,2021,93.99,18.97,25.53,29.79,7.49,1.92,5.38,10.86,84.24,36.46,14.24,83.4,47.8,1.01,0.3,1.88,0.29,9.16,11.61,7.66
1,7,19,74,WA,2021,94.07,21.01,22.58,25.56,7.86,1.95,4.79,10.84,87.83,42.41,13.47,87,52.7,1.15,0.31,1.93,0.37,10.51,12.84,6.51
1,8,13,75,WA,2021,94.16,20.02,23.69,27.56,7.38,2.21,5.29,10.48,85.65,38.04,13.44,85.14,48.77,1.16,0.31,1.95,0.35,10.24,12.59,6.25
1,2,7,76,WA,2021,93.28,24.93,21.47,24.28,7.22,2.11,4.8,12.47,89.5,51.38,12.94,87.55,53.3,1.32,0.33,2.11,0.41,9.42,11.66,3.5
1,1,9,77,WA,2021,93.63,23.12,22.24,25.01,8.61,2.25,5.07,11.68,87.85,46.69,12.37,86.7,49.48,1.36,0.33,2.08,0.38,9.55,11.76,4.6
1,2,11,78,WA,2021,93.58,21.26,26.78,30.16,7.99,1.9,5.8,12.94,84.57,42.91,14,83.16,46.41,1.24,0.32,2.26,0.36,8.66,10.87,3.93
1,6,12,79,WA,2021,93.68,21.63,25.64,28.75,8.2,2.05,5.56,12.97,85.63,45.1,13.71,84.29,47.69,1.23,0.32,2.16,0.36,8.86,11.23,4.42
1,6,7,80,WA,2021,93.65,19.23,25.2,28.6,7.61,1.8,5.21,11.27,85.91,39.41,14.24,84,49.79,0.93,0.31,2.21,0.29,9.34,11.74,7.69
1,11,16,81,WA,2021,93.84,22.08,21.69,24.55,6.72,1.86,4.75,9.95,88.17,40.53,12.14,86.92,49.45,1.17,0.31,1.64,0.37,10.69,12.76,7.69
1,2,13,82,WA,2021,93.76,18.33,26.94,30.76,6.7,2.07,5.83,11.44,84.51,37.19,13.92,81.84,45.26,1.08,0.3,1.95,0.3,9.38,11.75,6.9
1,11,7,83,WA,2021,94.06,18.68,22.39,25.9,7.69,1.99,4.59,8.83,88.02,34.1,12.7,86.04,49.03,1.05,0.3,1.84,0.31,10.82,13.23,10.07
1,1,12,84,WA,2021,93.54,21.5,28.78,31.98,6.73,1.83,6.25,14.64,83.75,45.76,14.89,82.5,46.56,1.41,0.32,2.03,0.37,8.38,10.76,2.51
1,10,13,85,WA,2021,94.23,23.7,20.11,22.78,7.72,2.18,4.63,10.4,89.88,45.67,11.94,88.42,52.42,1.23,0.32,1.86,0.38,10.13,12.19,6.65
1,9,17,86,WA,2021,94.32,19.26,24.7,28.79,7.86,1.99,5.79,10.62,83.84,36.89,12.59,83.98,43.74,1.32,0.27,1.73,0.34,10.12,12.15,5.58
1,5,18,87,WA,2021,93.92,19.1,25.02,28.63,8.91,1.8,5.27,9.97,85.1,34.82,13.34,84.19,46.6,0.94,0.31,2.21,0.28,9.26,11.68,8.41
1,10,11,88,WA,2021,94.31,18.17,24,28.3,8.39,1.86,4.93,9.88,86.93,34.91,14.26,85.29,50.38,0.88,0.29,1.91,0.28,9.84,12.35,10.16
1,4,11,89,WA,2021,93.42,19.57,25.81,29.15,8.4,1.94,5.54,12.19,85.42,41.81,13.8,84.25,47.32,1.26,0.29,2,0.31,8.96,11.52,6.05
1,2,19,90,WA,2021,93.64,21,23.49,26.51,8.34,1.99,4.98,10.64,87.27,40.14,12.63,85.29,47.65,1.12,0.31,2.1,0.32,9.74,12.1,7.44
1,3,1,91,WA,2021,93.8,21.46,24.92,28.11,7.82,2.1,5.64,12.54,85.98,44.59,13.68,84.01,48.66,1.17,0.32,2.43,0.33,8.63,10.97,3.91
1,10,2,92,WA,2021,94.17,19.43,22.8,26.79,8.09,1.84,4.76,9.14,87.08,34.13,13.24,85.69,49.42,0.98,0.3,1.72,0.29,10.4,12.81,9.53
1,8,3,93,WA,2021,94.26,20.03,22.4,25.87,7.47,1.94,4.65,9.69,88.52,37.44,13.19,85.84,50.98,0.89,0.32,1.99,0.3,10.09,12.44,9.46
1,4,12,94,WA,2021,93.95,20.89,25.64,28.94,8.94,1.91,5.46,12,84.95,41.48,13.59,84.5,46.95,1.22,0.31,2.18,0.33,8.63,11.1,5.64
1,6,19,95,WA,2021,93.71,19.53,20.78,24.11,8.1,1.82,4.21,8.93,90.15,37.04,13.08,87.66,54.25,1.01,0.3,1.96,0.31,10.48,13.17,10.72
1,10,4,96,WA,2021,94.17,18.34,27.98,32.57,6.98,1.79,5.95,11.63,82.71,35.71,15.05,82.16,46.21,0.99,0.29,1.97,0.28,9.11,11.25,6.63
1,9,1,97,WA,2021,94.18,18.3,26.96,31.77,7.86,2.12,5.74,12.65,83.48,39.82,15.22,83.7,47.92,1.19,0.29,1.75,0.38,9.87,12.07,5.42
1,8,4,98,WA,2021,94.04,19.72,23.61,26.89,7.9,2,5.24,9.27,86.22,34.46,12.34,84.78,45.91,1.2,0.3,1.93,0.31,9.8,12.19,8.86
1,5,13,99,WA,2021,93.92,20.16,25.16,28.61,8.23,1.89,5.6,10.53,84.8,36.82,12.97,84.05,45.32,1.07,0.3,2.14,0.3,8.89,11.28,6.41
1,4,17,100,WA,2021,93.97,19.32,23.11,27.07,8.27,2.34,5.12,9.47,86.27,34.96,12.98,85.16,47.96,1.05,0.3,1.82,0.3,9.47,11.92,8.58
1,10,8,101,WA,2021,94.06,19,24.77,28.63,7.64,1.8,5.18,10.38,86.1,36.26,14,84.79,48.9,1,0.3,1.95,0.31,9.5,11.85,9.14
1,9,11,102,WA,2021,94.58,19.56,25.94,29.7,7.84,1.75,5.38,10.7,84.61,36.01,14.72,83.88,49.55,0.8,0.33,2.32,0.27,8.95,11.16,7.69
1,5,4,103,WA,2021,94.13,19.78,27.58,31.58,8.24,1.82,5.81,12.2,83.53,38.63,14.52,82.57,45.97,1.04,0.31,2.16,0.3,9.12,11.42,5.07
1,2,6,104,WA,2021,93.6,22.08,27.14,30.45,8.03,1.85,5.84,13.4,84.39,44.02,14.22,83.68,46.71,1.17,0.32,2.33,0.34,8.55,10.83,3.17
1,10,18,105,WA,2021,94.29,19.69,26.31,30.32,7.28,1.91,5.78,10.97,84.6,36.17,14.14,83.1,46.63,0.96,0.32,2.24,0.27,8.83,11.09,7.19
1,5,20,106,WA,2021,93.94,18.46,29.01,33.38,8.07,1.81,6.12,11.59,82.06,34.72,14.26,81.23,42.72,1,0.3,2.08,0.29,8.97,11.1,5.59
1,2,8,107,WA,2021,93.41,23.44,22.28,24.47,8.86,2.03,4.69,11.73,88.85,47.92,12.57,87.12,51.37,1.4,0.34,2.23,0.37,9.22,11.89,6.05
1,5,6,108,WA,2021,94.1,20.72,22.46,25.74,7.46,1.85,4.79,9.75,88.2,37.88,13.09,86.32,50.86,1.04,0.3,1.92,0.32,9.81,12.14,8.56
1,11,6,109,WA,2021,94.07,20.72,26.94,30.81,7.57,1.85,5.86,12.2,83.35,39.58,13.84,83,44.91,1.22,0.3,1.98,0.36,9.16,11.12,4.42
1,9,4,110,WA,2021,94.37,18.84,28.2,32.22,7.87,1.73,6,11.56,82.32,35.88,14.49,81.99,44.97,1.1,0.3,1.93,0.28,8.79,11.05,6.61
1,3,11,111,WA,2021,93.69,19.58,27.12,31.04,8.28,1.92,5.77,11.83,84.32,38.11,13.97,82.94,45.02,1.06,0.31,2.19,0.3,8.64,10.99,5.58
1,8,2,112,WA,2021,94.35,19.24,26.47,30.77,7.25,2.05,5.61,11.15,84.28,36.24,14.35,82.17,46.63,0.94,0.32,1.97,0.3,8.93,11.18,7.27
1,6,15,113,WA,2021,93.81,19.76,24.79,28.24,7.39,1.91,5.29,11.02,86.65,39.02,13.78,84.08,48.8,1.03,0.32,2.19,0.31,9.58,12.02,6.92
1,3,9,114,WA,2021,93.79,20.03,26.39,30.15,7.02,2.08,5.85,12.43,83.87,41.22,14.36,82.71,47.64,1.28,0.3,1.97,0.35,8.94,11.27,4.16
1,4,2,115,WA,2021,93.84,21.51,23.06,26.25,8.04,2.15,4.87,11.54,87.97,43.95,13.39,86.75,50.99,1.12,0.32,2.13,0.32,9.19,11.58,7.08
1,1,19,116,WA,2021,93.57,23.47,23.74,26.41,8.1,2.15,5.29,12.68,87.63,47.99,12.94,86.02,49,1.25,0.33,2.18,0.37,9.17,11.24,4.07
1,6,10,117,WA,2021,93.98,17.88,25.93,30.24,8.73,1.97,5.33,10.83,85.06,35.8,14.25,83.35,47.13,0.99,0.29,1.98,0.28,9.47,12.02,8.47
1,6,11,118,WA,2021,93.66,20,23.43,26.8,8.11,1.84,4.81,10.35,87.76,38.6,13.59,85.7,50.72,0.94,0.32,2.18,0.3,9.78,12.33,8.69
1,3,5,119,WA,2021,93.56,20.13,23.35,26.54,8.96,2.23,4.84,10.77,87.92,40.57,13.27,86.09,50.02,1.08,0.32,2.29,0.3,9.07,11.62,8.17
1,4,18,120,WA,2021,93.7,20.16,22.48,25.94,8.42,2.18,4.78,10.24,87.81,39.47,13.19,86.88,50.85,1.03,0.3,2.13,0.31,9.46,11.89,8.27
1,1,11,121,WA,2021,93.74,21.63,25.22,28.17,7.93,1.99,5.5,13.57,86.43,48.15,14.11,84.55,50.09,1.31,0.32,2.21,0.37,9.02,11.35,4.28
1,9,14,122,WA,2021,94.47,18.4,25.42,29.45,7.75,1.78,5.19,10.34,85.4,35.09,14.51,84.68,49.27,0.87,0.3,1.84,0.28,9.79,12.11,8.88
