Loc,ID,Variety,Cutting,DM,Cprot,ADF,aNDF,Ash,Fat,Lignin,dNDF30,IVTDMD30,dNDF48,IVTDMD48,Ca,P,K,Mg,Su_ES,Su_WS,Starc
OR_19,30612,E: 202,4,96.57658,21.43548,27.69934,32.70754,8.76666,2.22948,4.62917,13.52885,81.43344,17.57311,82.7942,1.25491,0.31334,2.66607,0.29003,8.39474,8.64137,4.7765
OR_19,30704,E: 201,4,96.4744,21.32547,27.74247,32.24775,9.03327,2.07282,4.78236,13.26941,81.10112,17.44423,82.60282,1.29546,0.30429,2.6287,0.29989,8.79938,9.3677,4.34662
OR_19,30719,E: 202,4,96.3392,20.64873,27.87798,32.36524,8.15039,2.1533,4.69148,13.52843,82.23821,17.5496,82.89589,1.11834,0.31323,2.73042,0.27367,8.514,8.54059,5.4358
OR_19,30807,E: 201,4,96.50534,22.3511,29.01596,33.70708,9.20795,2.28332,4.82128,14.53038,81.22157,19.41967,83.41666,1.14461,0.3494,3.24152,0.25941,7.1683,7.53821,3.80469
OR_19,30818,E: 202,4,96.75886,20.76061,27.32893,32.32392,8.53145,2.11675,4.69526,13.31745,81.53428,17.3383,82.71917,1.20843,0.30364,2.53498,0.29102,9.16634,9.40094,5.13991
OR_19,30819,E: 61,4,96.44229,20.74906,27.70236,34.21084,8.17014,2.14531,4.8106,12.98375,80.34512,17.34944,81.29989,1.28572,0.3016,2.22654,0.30117,8.36528,8.46556,6.30779
OR_19,30907,E: 202,4,96.47879,21.79657,28.68921,33.6321,8.30652,2.2546,4.91492,13.99901,81.1977,18.02056,82.20526,1.20274,0.3265,2.56439,0.30033,8.29882,8.23863,4.92965
OR_19,30916,E: 201,4,96.62241,21.73499,27.32898,32.22802,8.54978,2.23192,4.70846,13.63685,81.90342,18.04918,83.39102,1.19776,0.3185,2.62085,0.30756,8.58233,8.60515,4.72878
OR_19,31010,E: 202,4,96.45483,20.0871,28.67034,33.94033,7.91175,2.06907,5.11434,13.67254,80.19031,17.01895,81.2536,1.22298,0.29523,2.25002,0.31791,9.28584,9.47478,5.08466
OR_19,31017,E: 201,4,96.53355,20.87936,28.01982,33.69806,7.97469,2.27011,4.82873,13.61717,80.82568,17.97338,82.07291,1.14917,0.31145,2.40608,0.29491,8.51371,8.49256,5.09033
OR_19,31103,E: 201,4,96.40327,20.34402,27.37628,32.62232,8.39805,2.1929,4.56954,13.64398,81.61671,17.83962,82.97694,1.15361,0.30782,2.63048,0.27408,8.24726,8.69507,5.39014
OR_19,31118,E: 202,4,96.46212,22.34788,26.41447,31.05679,8.45813,2.27433,4.48154,12.8361,82.03127,16.70424,83.64091,1.29533,0.31007,2.3516,0.34704,9.1633,9.14822,4.69242
WA_19,10404,201: Vernal FD2,2,93.6103745,26.0137653,27.2319145,32.8290329,9.8487673,1.901897,4.7622886,14.1544447,80.0573425,16.744173,83.1828079,1.3879031,0.3605395,2.4783154,0.4064043,8.0336027,8.566638,3.2586193
WA_19,10115,202: Hi Gest360,2,,,,,,,,,,,,,,,,,,
WA_19,10205,202: Hi Gest360,2,93.8882523,23.9824505,29.8573666,35.7106514,9.4650631,1.6598372,5.2744904,14.4943495,77.1605148,16.661829,80.3251877,1.3170259,0.3326792,2.2598124,0.3771646,8.0672846,8.4420271,3.3613698
WA_19,10206,104: Archer,2,93.6562042,26.090271,29.1173916,34.6446953,10.0888157,1.8817747,4.9981112,14.6020222,79.1351395,17.0881386,82.1277084,1.2660773,0.3703176,2.7038066,0.3840524,7.5539193,7.819859,3.2322075
WA_19,10214,201: Vernal,2,93.6829605,25.5004177,27.8178921,33.0811462,10.494812,1.7806681,4.706831,14.3473387,79.4361496,16.9771919,83.2320633,1.362517,0.3566554,2.7201109,0.3966314,8.1594324,8.9497042,2.6851468
WA_19,10302,201: Vernal,2,93.9168091,25.5465946,27.3073559,32.6890411,10.2950392,1.9225187,4.5151744,14.0574436,80.1094208,16.5198917,83.2150803,1.3353064,0.3541436,2.4774895,0.3935537,8.3365965,8.9023104,3.1453741
WA_19,10312,202: Hi Gest360,2,93.8498383,25.1550255,28.2437019,34.0131378,9.8101511,1.8096461,4.9412146,14.6990967,79.3730011,16.3905182,82.1694717,1.4532311,0.3455405,2.0983794,0.4262692,8.4743423,9.1891317,3.3932512
WA_19,10407,202: Hi Gest360,2,93.995285,25.107275,28.5652218,33.9741783,10.0046692,1.8900776,4.8792481,14.533906,79.5507431,16.9114265,82.1150208,1.1552317,0.3689944,2.790283,0.3625774,7.6412611,8.026207,3.3076906
WA_19,10413,201: Vernal,2,93.8956757,24.5555859,27.7585392,32.5093117,9.3014631,1.9111203,4.7729373,13.8044052,80.2630615,16.3072472,82.5364075,1.2992402,0.3437048,2.5546906,0.3699562,8.3558855,8.6191502,3.7270043
WA_19,10419,61: ABI700,2,93.7095184,25.4592953,27.6386909,33.1341896,10.0948391,1.7921739,4.7035613,14.2113085,79.9321976,16.479641,83.0208817,1.3665257,0.3513668,2.5115514,0.3879083,8.370079,9.1211863,3.1530237
WA_19,10508,201: Vernal,2,93.9356232,25.1003284,28.5706863,34.084034,9.8636942,1.7701161,4.8390222,14.7655392,79.4816971,17.0261612,82.3414307,1.2998097,0.3481639,2.4828181,0.3749043,8.0615549,8.6054144,3.2939913
WA_19,10514,202: Hi Gest360,2,94.0421982,25.0920048,28.9018517,33.9314423,9.1221733,1.7892869,5.0506382,14.5549831,79.5963669,16.4190922,81.5017319,1.196108,0.3529069,2.4569314,0.3665234,8.2211971,8.4839935,3.4367511
WA_19,10604,202: Hi Gest360,2,93.9838409,24.6694412,28.6594696,34.2997742,10.0305548,1.8286608,4.9166923,14.8708143,79.3008118,16.654211,82.0195084,1.3227555,0.3578182,2.4764361,0.3901158,8.2659264,8.9577484,3.0394812
WA_19,10613,201: Vernal,2,93.7267532,24.2883091,28.6517372,33.246891,9.3569946,1.8055018,4.9513454,14.8345785,79.8367157,16.7313442,82.547142,1.1916963,0.3474157,2.5774908,0.3821066,8.4264851,8.8148613,2.9776082
WA_19,10702,202: Hi Gest360,2,93.8373489,24.4181442,27.6004524,32.7562103,9.3156862,1.9619933,4.846909,14.3595438,80.1671677,16.2076244,82.5132141,1.2424736,0.3529027,2.472707,0.3905634,8.4681549,8.7923107,3.3136389
WA_19,10715,201: Vernal,2,94.0136337,23.2940044,30.2139072,35.894165,9.2143526,1.7973191,5.2908382,14.8500319,77.6806564,17.1071892,80.4788818,1.1432129,0.3379301,2.5194812,0.3233152,8.0753317,8.7508659,3.0673783
WA_19,10802,112: 22404_Maverick,2,94.1053314,22.0373554,29.8472595,35.5944786,9.0402174,1.9495034,5.3117156,14.5487328,77.8374176,17.2314548,80.5727539,1.2192891,0.3228445,2.4647377,0.3471371,8.3686676,9.0884848,3.3111441
WA_19,10805,44:Legend_FD4,2,93.5717773,21.9169827,29.2245541,34.6669579,8.9574995,1.9516149,5.1890574,14.1447678,78.5477371,16.1579781,80.8121796,1.140242,0.3210175,2.3422518,0.3418251,8.7969398,9.3902826,3.8428347
WA_19,10816,201: Vernal,2,93.6998978,24.0297108,28.6131935,34.1869774,8.8145971,1.9752202,4.9896069,14.5631495,79.2120743,17.2051105,82.1252213,1.1625373,0.3436012,2.5309417,0.3569419,8.4163971,8.7195425,3.1004055
WA_19,10817,202: Hi Gest360,2,93.7699585,23.3426228,29.5977879,35.3321381,8.499855,1.9259064,5.3083529,14.524436,78.3402557,16.5436859,80.4711456,1.1201777,0.338072,2.3054793,0.3442661,8.5399647,8.8025026,3.6444621
WA_19,10907,201: Vernal,2,93.6152496,22.1006603,31.3181763,37.2528152,9.0243645,1.8622732,5.4996433,15.2771587,77.3107071,17.9672089,80.0751114,1.0890646,0.3364982,2.776011,0.3079068,7.2041402,7.5488167,3.6004868
WA_19,10910,202: Hi Gest360,2,93.9404144,22.8215847,29.8785744,35.7155113,8.5345182,1.9443147,5.321579,14.8068256,78.5044479,16.8711052,80.5893631,1.1209394,0.3318141,2.3328857,0.346459,8.5119696,8.7906218,3.5894835
WA_19,11016,202: Hi Gest360,2,93.825531,24.2081852,28.5342121,33.5986023,9.92064,1.949689,4.7440023,14.1734819,79.9272156,16.5741177,82.4935379,1.1469846,0.3462451,2.7859197,0.323373,8.0500965,8.6406155,3.1581264
WA_19,11019,201: Vernal,2,93.9060059,22.8504009,29.1547146,35.0420418,8.6448851,1.8877898,5.1639562,14.401535,78.458931,17.0709801,81.135437,1.1097546,0.3245362,2.4369681,0.3337342,8.264535,8.6614008,3.6459022
WA_19,11102,202: Hi Gest360,2,,,,,,,,,,,,,,,,,,
WA_19,11117,201: Vernal,2,93.8920059,24.8156147,28.5939293,35.099884,9.37391,1.7511839,5.1081481,14.6417866,78.5147552,16.7074032,81.156395,1.3312218,0.3374029,2.1175039,0.3961918,8.4778643,8.9963837,3.4077489
WA_19,11120,144:22277_5246FD3,2,94.0087051,22.9464283,28.9555874,34.7068062,9.0525417,1.8365215,5.1392031,14.342391,78.5646896,16.6044903,81.2189255,1.1089422,0.3269725,2.4749401,0.3295333,8.4470406,8.8830147,3.2184999
WA_19,10104,201: Vernal FD2,3,92.993248,23.7608089,28.8558121,33.1915588,9.1389351,2.0221651,5.1594205,13.6506033,79.8895493,16.2784786,82.6400528,1.4451375,0.3258802,2.3811562,0.3725159,8.0354929,8.2049665,3.9226975
WA_19,10115,202: Hi Gest360,3,92.5390778,21.6512394,32.6316528,37.8348122,8.3503227,1.9399725,6.0310736,14.8963146,76.4612732,17.0775661,79.6559906,1.3357928,0.3071587,2.106252,0.3872726,8.1498585,7.8357911,3.421808
WA_19,10205,202: Hi Gest360,3,92.89077,23.6082706,28.4201126,32.6552544,8.5722075,1.857976,5.106802,13.7931013,79.7057877,15.9500895,82.8174515,1.3648249,0.3134037,2.2425404,0.3886575,8.8101215,8.7057047,3.5899768
WA_19,10206,104: Archer,3,92.7767639,24.7663994,29.7850513,34.3746071,8.7819138,1.9346591,5.4017615,14.1766109,78.9314575,16.9961376,82.2201385,1.3162564,0.3419106,2.5481915,0.3822966,7.8522592,7.4200964,3.2673864
WA_19,10214,201: Vernal,3,92.9788895,23.6098843,29.6300259,34.3835869,9.3896484,1.9275153,5.2050452,14.5949812,79.288475,17.1322575,82.6148605,1.3992722,0.3311636,2.5967901,0.3758597,7.7736878,7.9996147,3.0008733
WA_19,10302,201: Vernal,3,92.9206848,24.5379524,27.5549526,32.4023895,9.0794353,2.1230671,4.8949299,13.4983578,80.7270584,16.358448,83.5356979,1.3571674,0.333184,2.4637661,0.3779433,8.0376396,8.0906734,3.5546162
WA_19,10312,202: Hi Gest360,3,92.9667435,24.0009651,28.0545502,33.2382584,9.4249601,1.9275886,5.0673866,13.7373362,79.7119598,16.2092152,82.6754913,1.4965181,0.3189834,2.2457845,0.3964007,8.3731108,8.6535311,3.6389079
WA_19,10407,202: Hi Gest360,3,92.3861542,21.4491367,32.0706749,36.8334351,8.4763565,1.984515,5.6639371,14.0616093,76.9190598,16.8649006,79.9790497,1.1739011,0.3173362,2.5402856,0.3265055,7.6973891,7.3636537,3.8267596
WA_19,10413,201: Vernal,3,92.4810867,20.6966057,28.4397411,33.5860519,8.1206837,2.2792482,4.9778118,13.5125074,79.9825592,16.6154366,82.5903168,1.1841922,0.3071846,2.408287,0.3406897,8.3727436,8.7035837,4.3778558
WA_19,10419,61: ABI700,3,92.5222015,21.5392895,30.319046,35.2438126,8.5289736,2.0029192,5.37357,13.4529724,77.9882965,16.2404518,80.8385696,1.3370731,0.3069722,2.3310604,0.3532619,8.3653011,8.3800726,4.4080029
WA_19,10508,201: Vernal,3,92.4646072,22.1076393,31.0432796,36.4786415,8.8054037,1.9545414,5.6461401,14.3371582,77.4589462,17.2559528,80.656662,1.2502919,0.315848,2.50945,0.3325676,7.4997897,7.6306806,3.7476692
WA_19,10514,202: Hi Gest360,3,92.5257568,20.7025337,29.875452,34.5801964,8.067337,2.0652223,5.2560005,13.5915165,79.2495956,15.8412905,81.1469574,1.1389458,0.3002973,2.251343,0.3235188,8.7105055,8.4872684,4.9681439
WA_19,10604,202: Hi Gest360,3,92.4495697,22.3595104,29.3406734,33.8826637,9.3042841,2.0101948,4.9600754,13.8072119,79.561058,16.5030689,82.3460464,1.1754298,0.3255295,2.6573355,0.3342356,7.5486093,7.7048221,4.3190961
WA_19,10613,201: Vernal,3,92.5108109,21.9842453,30.6596107,35.5219688,8.6581392,2.0237918,5.4690328,14.2746878,77.9385452,17.0996418,81.2697754,1.1569567,0.3150631,2.5913675,0.3344489,7.8674006,7.7444048,3.3676789
WA_19,10702,202: Hi Gest360,3,92.9860992,21.8511524,28.9367027,33.7613831,8.6699924,2.1558061,5.2033195,13.5083666,79.2786865,16.0958366,82.2100525,1.2704273,0.3107007,2.4216359,0.3506227,8.4482641,8.7072153,3.505147
WA_19,10715,201: Vernal,3,92.5663452,21.5152969,30.8511734,35.775177,8.2908144,2.0078285,5.466084,14.3100014,78.1650772,17.2456093,81.0262985,1.0531694,0.3145319,2.6349688,0.3004665,7.6851459,7.6626625,3.9148033
WA_19,10802,112: 22404_Maverick,3,93.0270386,20.7809277,27.102108,31.5413742,8.0786324,2.363028,4.7042837,13.0576439,81.5993347,15.9588242,83.6742249,1.25732,0.3020952,2.3321514,0.3451892,8.6177549,8.9364576,4.7359056
WA_19,10805,44:Legend_FD4,3,92.6846085,21.5799294,27.9231892,32.3735809,8.4532928,2.1184888,4.8162141,13.2192926,80.5692673,15.7153482,82.5555344,1.1581206,0.3126598,2.4188483,0.3366319,8.6889944,8.961318,4.7910666
WA_19,10816,201: Vernal,3,92.4101715,21.1219406,28.1450424,32.817749,8.3229418,2.2753487,4.903574,12.7023249,80.1888351,15.844883,82.6744537,1.1964774,0.2879728,2.1425984,0.3409544,8.4697752,8.2506084,4.8816113
WA_19,10817,202: Hi Gest360,3,92.575676,21.1667309,30.9793549,36.0468826,8.5240097,1.982976,5.457305,14.4459696,77.928688,17.0833015,80.9916153,1.136403,0.3062919,2.4683166,0.3236934,7.7778058,7.8546329,3.8496091
WA_19,10907,201: Vernal,3,92.5059128,20.7287159,27.4765377,32.249939,7.6814737,2.2729447,4.831903,13.6143875,81.3970413,16.2898083,83.6678009,1.2157874,0.3024785,2.3431518,0.3405191,9.0039883,9.2296257,4.7284956
WA_19,10910,202: Hi Gest360,3,92.8623428,22.1495342,27.9423409,32.4192276,8.3494015,2.1481824,5.0472741,13.1788301,80.3222885,15.4100647,82.7952576,1.2470546,0.3072265,2.2884607,0.3536133,8.8788624,8.8483143,3.9172006
WA_19,11016,202: Hi Gest360,3,92.2311478,19.5823765,30.4028397,35.541214,7.3711934,2.2404666,5.4169102,13.689394,78.8587341,16.6384888,80.9423523,1.0695448,0.30012,2.4476595,0.3158794,8.1822834,7.9562354,4.8775053
WA_19,11019,201: Vernal,3,92.9318085,20.371233,26.8116493,31.5937691,7.9557571,2.1359806,4.7236476,13.3249712,81.2732849,15.6538839,83.2498627,1.1619836,0.2934502,2.249213,0.3436309,9.0353403,9.3460665,5.0819464
WA_19,11102,202: Hi Gest360,3,92.9177399,21.6947536,29.5453033,35.0390205,7.7527575,2.1295416,5.4641571,13.6657562,78.8882675,15.8820858,80.6475906,1.2380983,0.3155039,2.0341465,0.373111,8.3669319,8.0739002,4.8431759
WA_19,11117,201: Vernal,3,92.9238358,22.1423817,31.5871601,37.2788734,8.4543619,1.8728294,6.0330734,14.4622278,76.5182571,16.7025089,79.2459869,1.3168695,0.306773,2.1238768,0.3715573,7.970211,7.9890299,3.7558773
WA_19,11120,144:22277_5246FD3,3,92.5497971,19.5169849,32.3205261,37.2708397,7.7206812,2.0896096,5.8974428,14.3522625,76.8394623,16.974575,79.6149902,1.0410795,0.2998412,2.3800852,0.2958124,8.4815121,8.1957312,4.0952497
WA_19,10104,201: Vernal FD2,4,92.8683319,25.2312279,27.2167187,30.4286633,9.3136158,2.1120112,4.6830873,13.7350197,81.9447021,15.9335527,85.1219635,1.3577435,0.3411152,2.4476397,0.4154401,8.7343359,8.3931284,2.903847
WA_19,10115,202: Hi Gest360,4,92.8542252,23.2974644,28.9634914,33.2793465,8.5057955,2.1843016,5.2069993,13.9472179,80.0375366,16.3075886,82.8430939,1.3138198,0.3177416,2.2510939,0.4039395,8.6910048,8.1534863,3.284976
WA_19,10205,202: Hi Gest360,4,93.0263824,23.5247383,25.0907764,28.3038731,9.1113644,2.3512743,4.2901049,12.6040955,83.0705795,15.2341337,86.0342636,1.3422729,0.3162558,2.4991653,0.3839309,9.2271643,9.1150331,3.3268456
WA_19,10206,104: Archer,4,93.0170364,24.6815071,28.0136013,32.0099754,9.5812626,1.9719809,4.8017354,13.5457268,80.6017609,15.8673887,83.743248,1.4018511,0.3331614,2.4354737,0.3947944,8.4923077,8.5501404,3.3744764
WA_19,10214,201: Vernal,4,92.7672729,26.3662949,24.7877808,27.8698807,9.2879848,2.1551862,4.2457933,12.8524113,83.8405838,15.4326725,86.5711823,1.3883854,0.3399451,2.5528445,0.4027396,9.0335884,8.7193565,2.9138279
WA_19,10302,201: Vernal,4,92.8722076,26.3674984,23.4931049,26.3782654,9.339941,2.3963494,4.0175085,12.6383228,85.3857574,15.053256,88.1403809,1.5276424,0.332887,2.3569498,0.4412059,9.4485292,9.1471786,2.8321593
WA_19,10312,202: Hi Gest360,4,92.4238358,24.6831646,27.6654949,31.6210041,9.3291798,2.1228726,4.9305649,13.6278248,80.9483414,15.9396744,84.1316071,1.4001988,0.3331311,2.4390602,0.4417321,8.723115,8.3289328,2.6384239
WA_19,10407,202: Hi Gest360,4,92.6495514,26.8070965,23.4852123,26.0901775,10.494873,2.2925408,3.7443829,11.8364983,84.7545624,14.6189413,87.8138046,1.4975116,0.3406817,2.6231806,0.4191875,9.1134758,9.0025148,3.2570438
WA_19,10413,201: Vernal,4,93.0316391,21.3463535,26.7992229,31.2198009,8.4693108,2.3924513,4.7125883,13.6065979,82.0201874,16.4234695,84.9057617,1.3328551,0.3029402,2.4563935,0.3637078,9.0965557,9.2434082,3.6380255
WA_19,10419,61: ABI700,4,92.9540939,25.9049587,24.7351875,28.1696606,9.4880228,2.2563396,4.2640367,12.5553894,83.3409653,15.6174269,86.4870987,1.4648015,0.3318217,2.5714369,0.4031552,9.0947742,8.9453716,3.000098
WA_19,10508,201: Vernal,4,92.829834,20.9225807,28.2589073,32.3785095,7.8330808,2.3219004,5.1368122,13.9443178,80.9853287,16.2291527,83.5158691,1.2144879,0.3047927,2.4574704,0.3546084,8.9712868,8.7522507,3.4433999
WA_19,10514,202: Hi Gest360,4,92.6777954,20.215868,30.3027191,34.870903,7.7492986,2.2892401,5.4453039,13.9469109,78.9368515,16.5606022,82.1533661,1.1453534,0.2984491,2.3983369,0.3328659,8.6648712,8.3380966,3.3566492
WA_19,10604,202: Hi Gest360,4,92.9959412,22.8430042,30.790493,34.5936546,8.7755003,2.035804,5.2767572,14.1883221,79.0821838,16.8225536,82.2466583,1.1615944,0.3296385,2.6991007,0.3405084,8.1150208,7.7461329,3.0941331
WA_19,10613,201: Vernal,4,92.8820343,23.2142792,30.1389465,33.8278427,8.4917097,2.0432353,5.252913,14.5507021,79.4671402,17.1249466,83.0543594,1.2200195,0.325709,2.7007656,0.3520581,7.9772444,7.578876,2.8752928
WA_19,10702,202: Hi Gest360,4,92.6454849,18.8785915,32.5104713,37.4366035,7.5572653,2.0319097,6.007544,14.4568624,76.4967728,16.6194687,79.4477386,1.0776501,0.2849544,2.3917902,0.3185151,8.5274534,8.0486364,3.6196649
WA_19,10715,201: Vernal,4,92.791748,19.5215626,32.4542999,37.0143013,8.0169401,2.1021862,5.8696856,14.4215384,77.1609497,17.0021286,80.1993561,1.1239246,0.2933204,2.5739617,0.3053222,8.1291304,7.8725882,3.2286201
WA_19,10802,112: 22404_Maverick,4,93.0165558,21.1382046,23.6062393,27.4808903,7.4253197,2.703881,4.2805076,12.396224,85.0696182,14.91012,86.2666245,1.3148675,0.3013071,2.1598303,0.3831728,9.9144173,10.0571585,4.8157825
WA_19,10805,44:Legend_FD4,4,93.0082855,19.273983,30.4071865,35.0131912,7.363296,2.0970201,5.5474339,13.9461746,78.9518433,16.1771221,80.487648,0.9908681,0.2916111,2.4925649,0.3105148,8.8810568,8.4457979,4.4355578
WA_19,10816,201: Vernal,4,92.9493942,24.3618431,26.1992893,29.5732021,8.8892488,2.2583122,4.4266777,13.2538757,82.948555,16.0430012,86.0934906,1.2677468,0.3275641,2.6959941,0.3714168,8.7261448,8.6545944,2.8916528
WA_19,10817,202: Hi Gest360,4,92.7800751,23.960598,25.9017525,29.5631657,8.8579054,2.3642502,4.5334268,12.5808735,82.562088,15.2397661,84.9941711,1.2847749,0.3218567,2.4768858,0.3994785,9.2407646,8.9027224,3.330992
WA_19,10907,201: Vernal,4,92.4478912,21.068676,25.9834194,30.7636013,8.2816525,2.5865736,4.7142954,13.4229298,82.6766129,16.349884,85.2216034,1.25484,0.3044309,2.4362876,0.3617955,8.9573298,9.0863876,4.0186491
WA_19,10910,202: Hi Gest360,4,92.5657425,19.3323231,30.5009422,35.2886925,7.8082714,2.189858,5.5055737,14.0123062,78.4971924,16.1901665,81.2120132,1.1347376,0.2890946,2.3121562,0.3408961,8.8720655,8.7578096,3.5484979
WA_19,11016,202: Hi Gest360,4,92.9857407,22.4493275,25.9290504,29.663559,8.2880316,2.4590292,4.5729213,12.8808165,82.7773438,15.8572264,85.3326035,1.2564485,0.3148702,2.579586,0.3552328,9.3077641,9.1220932,3.554625
WA_19,11019,201: Vernal,4,92.7917709,20.2591534,29.1435566,34.4371185,8.2499895,2.3048072,5.326086,14.4077873,80.0577698,17.2135315,82.7248611,1.0919333,0.2955583,2.5032175,0.3287182,8.5432405,8.5045986,3.6981575
WA_19,11102,202: Hi Gest360,4,92.6635971,25.2194233,25.0674686,28.9340668,9.1691914,2.1507049,4.4474773,12.6503057,83.3175125,14.5117998,85.341835,1.3829921,0.3204289,2.2144003,0.4169872,9.410491,9.34058,3.5660167
WA_19,11117,201: Vernal,4,93.0286179,26.4468231,24.3530579,28.20541,9.6691113,2.2245591,4.1892915,12.8756456,83.8495483,15.2320213,86.549614,1.4920343,0.3300455,2.3170731,0.4533898,9.2804642,9.1431589,2.9337392
WA_19,11120,144:22277_5246FD3,4,93.0110092,23.2098312,26.5025387,30.2279625,8.5873051,2.2955785,4.6835599,12.9627094,82.1561432,15.6580143,84.8844223,1.2938275,0.3128681,2.4868379,0.3748728,9.2832613,9.1281033,3.2836688
WA_19,10104,201: Vernal FD2,5,93.9455185,22.226593,29.060751,34.1342125,9.1261454,2.0640693,4.9879594,14.0438719,79.5384521,16.487793,82.0909882,1.3770243,0.3210512,2.3454535,0.3462511,8.2232876,9.1135015,3.5157113
WA_19,10115,202: Hi Gest360,5,93.3862762,23.0850487,25.701561,29.9005985,9.2822113,2.1106458,4.3752632,13.1591654,83.2705612,14.7679987,84.7212296,1.5969312,0.3067635,1.9876356,0.4332606,9.4359331,10.2375641,4.4374948
WA_19,10205,202: Hi Gest360,5,93.79599,18.8939495,28.989439,34.411869,9.3252707,1.9821196,4.9535427,13.7822828,78.6813354,15.2618694,81.251976,1.3599786,0.279348,2.0771997,0.3247764,9.0482502,10.32094,4.2352161
WA_19,10206,104: Archer,5,93.6505661,20.7666759,29.3934727,34.0261917,9.2812271,1.9711173,4.9919038,13.6111345,79.0791321,15.609313,80.9351349,1.3478111,0.3064299,2.305459,0.3405464,8.5935802,9.2911844,5.0227203
WA_19,10214,201: Vernal,5,93.5931473,21.7619305,28.9615993,33.8211479,8.911644,1.9455594,4.9943881,14.1830549,80.3168716,16.1240711,82.207901,1.352899,0.3108141,2.3505685,0.3296746,8.6179028,9.5509968,3.8050308
WA_19,10302,201: Vernal,5,93.6623535,20.6136436,29.9780197,34.1663589,9.3034315,2.0710995,5.1169662,13.8756571,78.8547058,15.9261169,81.5681458,1.419901,0.3033041,2.3651083,0.3493557,8.460103,9.289813,3.2590792
WA_19,10312,202: Hi Gest360,5,93.8528824,22.7026005,29.01894,33.2451553,9.7266092,1.9970124,4.9912271,13.5984573,79.6715622,16.0188007,82.1787109,1.4956625,0.3158356,2.4674602,0.3559649,8.4612875,9.3559666,3.1195147
WA_19,10407,202: Hi Gest360,5,93.7653122,21.8802414,27.0855045,31.1658115,10.5542774,2.018472,4.1948023,12.8791075,80.6574097,14.773139,83.2498093,1.4709417,0.3190841,2.5279155,0.339758,8.6215725,10.3238382,4.4370642
WA_19,10413,201: Vernal,5,93.2917404,20.3578758,27.9227505,32.7347984,9.48246,2.1968186,4.8285198,12.9212885,79.780632,15.3485193,82.65802,1.4389985,0.2929658,2.2972596,0.3418143,8.9648266,10.1010485,3.5335085
WA_19,10419,61: ABI700,5,93.6428375,19.9138622,29.2398777,34.4379082,9.3398476,1.9824986,5.0123558,13.1866474,78.6024704,15.4722443,80.8347168,1.4293383,0.2870182,2.3076942,0.3403611,8.6988325,9.692112,4.5465693
WA_19,10508,201: Vernal,5,94.1848831,19.5167141,30.8670406,36.3974419,9.8191586,1.8552214,5.1928306,14.2827272,77.0332794,16.3427658,80.0397186,1.2526333,0.2978177,2.5860052,0.2932126,8.1674881,9.33673,3.8380167
WA_19,10514,202: Hi Gest360,5,93.4960175,21.1489735,26.0319672,30.107481,9.0643129,2.1678429,4.2673974,12.3135509,82.336937,14.6353302,83.68116,1.3108997,0.305604,2.3144476,0.3306352,8.9071627,9.8597317,5.3128085
WA_19,10604,202: Hi Gest360,5,93.7483978,21.2586727,30.5120792,34.9675102,9.6897087,1.9067301,5.087203,14.256772,78.8598938,16.2023506,81.1302872,1.2459309,0.3197567,2.7733405,0.306373,7.4625015,8.4303379,3.6185541
WA_19,10613,201: Vernal,5,93.5917892,17.8438339,26.9247932,32.5333595,8.3292933,2.3495951,4.7212338,13.1142044,80.4841461,15.4163065,82.5213547,1.3717065,0.2764006,1.9265026,0.3480844,9.5209751,10.9952745,4.9842401
WA_19,10702,202: Hi Gest360,5,93.8264236,19.3066444,28.5816097,33.8229218,9.9494276,2.0985181,4.6951761,12.8117857,78.5172272,14.4604912,80.8887634,1.4191015,0.2824472,2.2353065,0.3256018,8.619812,9.8193922,4.6909299
WA_19,10715,201: Vernal,5,93.7829132,19.302372,29.2889977,34.1020699,8.7218447,1.9744821,5.1157284,13.9162436,79.1518402,15.7637253,81.5253983,1.2527627,0.2868402,2.3096383,0.3156948,8.6927137,9.6838703,4.0341997
WA_19,10802,112: 22404_Maverick,5,93.6274948,20.329298,26.4563751,31.0602055,8.9855013,2.1564481,4.5848341,12.7506475,80.9113388,14.923068,83.3068237,1.4217795,0.2941839,2.0710428,0.3472215,9.2377901,10.7992239,4.1911168
WA_19,10805,44:Legend_FD4,5,93.7274933,17.8033485,30.266283,35.7270393,9.2396183,2.0408573,5.2298441,13.4034891,76.9172821,15.1017189,79.4149704,1.2897197,0.2748106,2.159127,0.3300316,8.4518194,9.8263397,4.3605752
WA_19,10816,201: Vernal,5,93.7787476,17.0166683,32.8862381,39.1170654,8.2098274,1.9626544,5.9261079,14.934947,75.6015167,17.1957207,78.2724304,1.1331906,0.2771401,2.2858984,0.2685876,8.1878386,9.2456703,4.1217785
WA_19,10817,202: Hi Gest360,5,93.7247467,23.5960064,25.7888947,29.5402794,9.7450085,2.1364338,4.2967858,12.2228804,81.795166,14.0375738,83.9507599,1.4628603,0.318121,2.2287109,0.3992755,9.0813341,9.8682413,3.6195481
WA_19,10907,201: Vernal,5,93.8093338,19.124033,28.5937099,33.8067474,8.5927982,2.2490368,5.0207825,13.6541262,79.4209824,15.7650938,82.1856842,1.3367894,0.2861756,2.0595298,0.3380643,9.030652,10.0917492,3.462559
